questionnaire_id,questionnaire_title,response_id,submitted_at_iso,rater_id,rater_username,book_id,book_title,book_url,question_id,question_scope,question_order,question_text,page_number,likert
8,Ed Sci Exp 1 Student French,297,2025-09-20T04:09:37.867428+00:00,199,dmillepied,308,"EFL Adaptation 1 (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/308/,170,BOOK,1,How engaging did you find the text?,,2
8,Ed Sci Exp 1 Student French,297,2025-09-20T04:09:37.867428+00:00,199,dmillepied,308,"EFL Adaptation 1 (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/308/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,2
8,Ed Sci Exp 1 Student French,301,2025-10-07T05:04:16.957907+00:00,207,Bellamy,308,"EFL Adaptation 1 (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/308/,170,BOOK,1,How engaging did you find the text?,,3
8,Ed Sci Exp 1 Student French,301,2025-10-07T05:04:16.957907+00:00,207,Bellamy,308,"EFL Adaptation 1 (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/308/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,3
8,Ed Sci Exp 1 Student French,294,2025-09-20T03:53:04.706570+00:00,199,dmillepied,309,"Secret Agent Samantha Loves Set Expressions (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/309/,170,BOOK,1,How engaging did you find the text?,,4
8,Ed Sci Exp 1 Student French,294,2025-09-20T03:53:04.706570+00:00,199,dmillepied,309,"Secret Agent Samantha Loves Set Expressions (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/309/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,4
8,Ed Sci Exp 1 Student French,302,2025-10-07T05:02:54.188263+00:00,207,Bellamy,309,"Secret Agent Samantha Loves Set Expressions (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/309/,170,BOOK,1,How engaging did you find the text?,,4
8,Ed Sci Exp 1 Student French,302,2025-10-07T05:02:54.188263+00:00,207,Bellamy,309,"Secret Agent Samantha Loves Set Expressions (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/309/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,3
8,Ed Sci Exp 1 Student French,296,2025-09-20T04:05:11.889726+00:00,199,dmillepied,310,"Supermodel Lisa Loves Phrasal Verbs (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/310/,170,BOOK,1,How engaging did you find the text?,,2
8,Ed Sci Exp 1 Student French,296,2025-09-20T04:05:11.889726+00:00,199,dmillepied,310,"Supermodel Lisa Loves Phrasal Verbs (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/310/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,2
8,Ed Sci Exp 1 Student French,303,2025-10-07T05:03:42.289382+00:00,207,Bellamy,310,"Supermodel Lisa Loves Phrasal Verbs (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/310/,170,BOOK,1,How engaging did you find the text?,,3
8,Ed Sci Exp 1 Student French,303,2025-10-07T05:03:42.289382+00:00,207,Bellamy,310,"Supermodel Lisa Loves Phrasal Verbs (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/310/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,3
8,Ed Sci Exp 1 Student French,292,2025-09-30T00:44:58.504469+00:00,1,mannyrayner,311,"Sumo-Wrestler Tanya Loves Polite Forms of Address (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/311/,170,BOOK,1,How engaging did you find the text?,,4
8,Ed Sci Exp 1 Student French,292,2025-09-30T00:44:58.504469+00:00,1,mannyrayner,311,"Sumo-Wrestler Tanya Loves Polite Forms of Address (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/311/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,4
8,Ed Sci Exp 1 Student French,295,2025-09-20T04:01:58.581354+00:00,199,dmillepied,311,"Sumo-Wrestler Tanya Loves Polite Forms of Address (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/311/,170,BOOK,1,How engaging did you find the text?,,3
8,Ed Sci Exp 1 Student French,295,2025-09-20T04:01:58.581354+00:00,199,dmillepied,311,"Sumo-Wrestler Tanya Loves Polite Forms of Address (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/311/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,2
8,Ed Sci Exp 1 Student French,300,2025-10-07T05:01:40.680020+00:00,207,Bellamy,311,"Sumo-Wrestler Tanya Loves Polite Forms of Address (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/311/,170,BOOK,1,How engaging did you find the text?,,3
8,Ed Sci Exp 1 Student French,300,2025-10-07T05:01:40.680020+00:00,207,Bellamy,311,"Sumo-Wrestler Tanya Loves Polite Forms of Address (gpt-image-1, gpt-5, French glosses)",/accounts/public_content/311/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,3
8,Ed Sci Exp 1 Student French,298,2025-09-20T04:20:28.073833+00:00,199,dmillepied,341,"Report 3 EN Typical Day (gpt-image-1, gpt-5, French glosses) v2",/accounts/public_content/341/,170,BOOK,1,How engaging did you find the text?,,4
8,Ed Sci Exp 1 Student French,298,2025-09-20T04:20:28.073833+00:00,199,dmillepied,341,"Report 3 EN Typical Day (gpt-image-1, gpt-5, French glosses) v2",/accounts/public_content/341/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,3
8,Ed Sci Exp 1 Student French,304,2025-10-07T05:05:04.857263+00:00,207,Bellamy,341,"Report 3 EN Typical Day (gpt-image-1, gpt-5, French glosses) v2",/accounts/public_content/341/,170,BOOK,1,How engaging did you find the text?,,3
8,Ed Sci Exp 1 Student French,304,2025-10-07T05:05:04.857263+00:00,207,Bellamy,341,"Report 3 EN Typical Day (gpt-image-1, gpt-5, French glosses) v2",/accounts/public_content/341/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,3
8,Ed Sci Exp 1 Student French,299,2025-09-20T04:25:09.771465+00:00,199,dmillepied,342,"EFL Adaptation 2 (gpt-image-1, gpt-5, French glosses) v2",/accounts/public_content/342/,170,BOOK,1,How engaging did you find the text?,,3
8,Ed Sci Exp 1 Student French,299,2025-09-20T04:25:09.771465+00:00,199,dmillepied,342,"EFL Adaptation 2 (gpt-image-1, gpt-5, French glosses) v2",/accounts/public_content/342/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,2
8,Ed Sci Exp 1 Student French,305,2025-10-07T05:05:34.407763+00:00,207,Bellamy,342,"EFL Adaptation 2 (gpt-image-1, gpt-5, French glosses) v2",/accounts/public_content/342/,170,BOOK,1,How engaging did you find the text?,,3
8,Ed Sci Exp 1 Student French,305,2025-10-07T05:05:34.407763+00:00,207,Bellamy,342,"EFL Adaptation 2 (gpt-image-1, gpt-5, French glosses) v2",/accounts/public_content/342/,171,BOOK,2,How likely would you be to use this text as a self-learning tool?,,3
