questionnaire_id,questionnaire_title,response_id,submitted_at_iso,rater_id,rater_username,book_id,book_title,book_url,question_id,question_scope,question_order,question_text,page_number,likert
9,Ed Sci Exp 1 Student Ukrainian,269,2025-09-14T14:42:31.853583+00:00,190,drmudr_234,318,"EFL Adaptation 1 (gpt-image-1, gpt-5, Ukrainian glosses)",/accounts/public_content/318/,188,BOOK,1,How engaging did you find the text?,,4
9,Ed Sci Exp 1 Student Ukrainian,269,2025-09-14T14:42:31.853583+00:00,190,drmudr_234,318,"EFL Adaptation 1 (gpt-image-1, gpt-5, Ukrainian glosses)",/accounts/public_content/318/,189,BOOK,2,How likely would you be to use this text as a self-learning tool?,,3
9,Ed Sci Exp 1 Student Ukrainian,274,2025-09-14T18:58:53.663913+00:00,178,ROBERT664DPWEV,318,"EFL Adaptation 1 (gpt-image-1, gpt-5, Ukrainian glosses)",/accounts/public_content/318/,188,BOOK,1,How engaging did you find the text?,,1
9,Ed Sci Exp 1 Student Ukrainian,274,2025-09-14T18:58:53.663913+00:00,178,ROBERT664DPWEV,318,"EFL Adaptation 1 (gpt-image-1, gpt-5, Ukrainian glosses)",/accounts/public_content/318/,189,BOOK,2,How likely would you be to use this text as a self-learning tool?,,1
9,Ed Sci Exp 1 Student Ukrainian,246,2025-09-10T17:35:37.182981+00:00,178,ROBERT664DPWEV,320,"Secret Agent Samantha Loves Set Expressions (gpt-image-1, gpt-5, Ukrainian glosses)",/accounts/public_content/320/,188,BOOK,1,How engaging did you find the text?,,2
9,Ed Sci Exp 1 Student Ukrainian,246,2025-09-10T17:35:37.182981+00:00,178,ROBERT664DPWEV,320,"Secret Agent Samantha Loves Set Expressions (gpt-image-1, gpt-5, Ukrainian glosses)",/accounts/public_content/320/,189,BOOK,2,How likely would you be to use this text as a self-learning tool?,,3
9,Ed Sci Exp 1 Student Ukrainian,247,2025-09-14T18:03:47.052671+00:00,178,ROBERT664DPWEV,320,"Secret Agent Samantha Loves Set Expressions (gpt-image-1, gpt-5, Ukrainian glosses)",/accounts/public_content/320/,188,BOOK,1,How engaging did you find the text?,,2
9,Ed Sci Exp 1 Student Ukrainian,247,2025-09-14T18:03:47.052671+00:00,178,ROBERT664DPWEV,320,"Secret Agent Samantha Loves Set Expressions (gpt-image-1, gpt-5, Ukrainian glosses)",/accounts/public_content/320/,189,BOOK,2,How likely would you be to use this text as a self-learning tool?,,4
9,Ed Sci Exp 1 Student Ukrainian,267,2025-09-14T13:35:12.403615+00:00,190,drmudr_234,320,"Secret Agent Samantha Loves Set Expressions (gpt-image-1, gpt-5, Ukrainian glosses)",/accounts/public_content/320/,188,BOOK,1,How engaging did you find the text?,,4
9,Ed Sci Exp 1 Student Ukrainian,267,2025-09-14T13:35:12.403615+00:00,190,drmudr_234,320,"Secret Agent Samantha Loves Set Expressions (gpt-image-1, gpt-5, Ukrainian glosses)",/accounts/public_content/320/,189,BOOK,2,How likely would you be to use this text as a self-learning tool?,,4
