questionnaire_id,questionnaire_title,response_id,submitted_at_iso,rater_id,rater_username,book_id,book_title,book_url,question_id,question_scope,question_order,question_text,page_number,likert
14,Ed Sci Exp 3 Student,183,2025-09-23T10:43:08.518618+00:00,13,sargelilla12,303,Wohnungssuche in Burghausen,/accounts/public_content/303/,201,BOOK,1,How engaging did you find the text?,,5
14,Ed Sci Exp 3 Student,183,2025-09-23T10:43:08.518618+00:00,13,sargelilla12,303,Wohnungssuche in Burghausen,/accounts/public_content/303/,202,BOOK,2,How relevant were the contents of the text to your learning needs?,,5
14,Ed Sci Exp 3 Student,183,2025-09-23T10:43:08.518618+00:00,13,sargelilla12,303,Wohnungssuche in Burghausen,/accounts/public_content/303/,203,BOOK,3,How engaging did you find the images?,,5
14,Ed Sci Exp 3 Student,183,2025-09-23T10:43:08.518618+00:00,13,sargelilla12,303,Wohnungssuche in Burghausen,/accounts/public_content/303/,204,BOOK,4,How consistent did you find repeated elements in the images?,,4
14,Ed Sci Exp 3 Student,183,2025-09-23T10:43:08.518618+00:00,13,sargelilla12,303,Wohnungssuche in Burghausen,/accounts/public_content/303/,205,PAGE,1,"How well did you think the image (including text in the image, if any) corresponded with the page text?",1,5
14,Ed Sci Exp 3 Student,183,2025-09-23T10:43:08.518618+00:00,13,sargelilla12,303,Wohnungssuche in Burghausen,/accounts/public_content/303/,205,PAGE,1,"How well did you think the image (including text in the image, if any) corresponded with the page text?",2,5
14,Ed Sci Exp 3 Student,183,2025-09-23T10:43:08.518618+00:00,13,sargelilla12,303,Wohnungssuche in Burghausen,/accounts/public_content/303/,205,PAGE,1,"How well did you think the image (including text in the image, if any) corresponded with the page text?",3,4
14,Ed Sci Exp 3 Student,183,2025-09-23T10:43:08.518618+00:00,13,sargelilla12,303,Wohnungssuche in Burghausen,/accounts/public_content/303/,205,PAGE,1,"How well did you think the image (including text in the image, if any) corresponded with the page text?",4,5
14,Ed Sci Exp 3 Student,183,2025-09-23T10:43:08.518618+00:00,13,sargelilla12,303,Wohnungssuche in Burghausen,/accounts/public_content/303/,205,PAGE,1,"How well did you think the image (including text in the image, if any) corresponded with the page text?",5,4
14,Ed Sci Exp 3 Student,211,2025-09-23T10:31:39.474705+00:00,13,sargelilla12,304,Erste Probe im Blasorchester (B2),/accounts/public_content/304/,201,BOOK,1,How engaging did you find the text?,,5
14,Ed Sci Exp 3 Student,211,2025-09-23T10:31:39.474705+00:00,13,sargelilla12,304,Erste Probe im Blasorchester (B2),/accounts/public_content/304/,202,BOOK,2,How relevant were the contents of the text to your learning needs?,,5
14,Ed Sci Exp 3 Student,211,2025-09-23T10:31:39.474705+00:00,13,sargelilla12,304,Erste Probe im Blasorchester (B2),/accounts/public_content/304/,203,BOOK,3,How engaging did you find the images?,,5
14,Ed Sci Exp 3 Student,211,2025-09-23T10:31:39.474705+00:00,13,sargelilla12,304,Erste Probe im Blasorchester (B2),/accounts/public_content/304/,204,BOOK,4,How consistent did you find repeated elements in the images?,,5
14,Ed Sci Exp 3 Student,211,2025-09-23T10:31:39.474705+00:00,13,sargelilla12,304,Erste Probe im Blasorchester (B2),/accounts/public_content/304/,205,PAGE,1,"How well did you think the image (including text in the image, if any) corresponded with the page text?",1,5
